guessed_language,route_id,name,lang_breakdown,n_cues,action,status
EN,53538533,Haarlem (Spaarndamseweg) - Alkmaar (via dunes) 51 km ENG 2026,"EN:107,NL:3",110,"Set account -> EN, run Trace",TODO
EN,53543790,Alkmaar - Amsterdam (Oosterdok) (via Schermer) (before 15 April) 53 km ENG 2026,"EN:91,NL:4",95,"Set account -> EN, run Trace",TODO
EN,53546106,Moret - Melun (via Barbizon) 47km ENG 2026,"EN:61,NL:9",77,"Set account -> EN, run Trace",TODO
EN,53564093,Rüdesheim - Mainz 40km ENG 2026,"EN:129,DE:17",157,"Set account -> EN, run Trace",TODO
EN,53576317,Sankt Goar - Rüdesheim (via Bacharach & Bingen) 31 km ENG 2026,"EN:60,NL:13",76,"Set account -> EN, run Trace",TODO
EN,53657627,Sankt Goar - Rüdesheim (via Bacharach & Bingen) 31 km ENG 2026,"EN:50,NL:13",66,"Set account -> EN, run Trace",TODO
EN,53657628,Rüdesheim - Mainz 34 km ENG 2025,"EN:86,NL:2",88,"Set account -> EN, run Trace",TODO
EN,53657841,Zell - Bernkastel - Kues 45 km DEU 2026,"EN:49,DE:11",64,"Set account -> EN, run Trace",TODO
EN,53684515,Malmö - Lund (Schleife) 43 km DEU 2026,"EN:56,DE:33",117,"Set account -> EN, run Trace",TODO
EN,53805747,Zell - Cochem 38 km DEU 2026,"EN:22,DE:10",34,"Set account -> EN, run Trace",TODO
EN,53844941,Dendermonde - Ghent (city) 39 km ENG 2026 (X),"EN:78,NL:3",84,"Set account -> EN, run Trace",TODO
EN,53844943,Gent (Evergem) - Bruges (via Bulskampveld) 52 km ENG 2026,"EN:79,DE:1",81,"Set account -> EN, run Trace",TODO
EN,53844945,Bruges - Blankenberge loop 55 km ENG 2025,"EN:88,NL:13",105,"Set account -> EN, run Trace",TODO
EN,53852990,"Ghent (city) - Merelbeke 7,5 km DEU 2026","EN:16,DE:2",24,"Set account -> EN, run Trace",TODO
EN,53899215,Havrincourt - Douai 47 km ENG 2026,"EN:71,NL:10",81,"Set account -> EN, run Trace",TODO
EN,53899216,Havrincourt - Cambrai - Douai 61 km ENG 2026,"EN:99,NL:13",112,"Set account -> EN, run Trace",TODO
EN,53899219,Comines - Kortrijk - Harelbeke 39 km ENG 2026,"EN:72,NL:8",80,"Set account -> EN, run Trace",TODO
EN,53899220,Comines - Kortrijk - Harelbeke 46 km ENG 2026,"EN:83,NL:8",91,"Set account -> EN, run Trace",TODO
EN,53899221,Comines - Kortrijk - Harelbeke (via Tyne Cot) 53 km ENG 2026,"EN:96,NL:8",104,"Set account -> EN, run Trace",TODO
EN,53899223,Deinze - Bruges 46 km ENG 2026,"EN:54,NL:14",69,"Set account -> EN, run Trace",TODO
EN,53899234,Menen - Lille 36 km ENG 2026,"EN:33,NL:13",50,"Set account -> EN, run Trace",TODO
EN,53899235,Menen - Lille (via Tyne Cot) 58 km ENG 2026,"EN:102,NL:15",121,"Set account -> EN, run Trace",TODO
EN,53899238,Don - Arleux (via Lens / Vimy) 65 km ENG 2026,"EN:102,NL:3",106,"Set account -> EN, run Trace",TODO
EN,53899244,Corbie - Amiens 29 km ENG 2026,"EN:45,NL:17",62,"Set account -> EN, run Trace",TODO
EN,53899246,Amiens - Samara 42 km ENG 2026,"EN:67,NL:9",77,"Set account -> EN, run Trace",TODO
EN,53899247,Amiens - Samara 51 km ENG 2026,"EN:78,NL:14",93,"Set account -> EN, run Trace",TODO
EN,53900784,Lagny - Meaux 45km dag 3  ENG 2026,"EN:95,NL:19",114,"Set account -> EN, run Trace",TODO
EN,54152898,Alphen a/d Rijn - Uithoorn 37 km ENG 2026,"EN:30,NL:3",33,"Set account -> EN, run Trace",TODO
EN,54165408,Paris (Bougival) - Auvers-sur-Oise 35 km ENG 2026,"EN:89,NL:1",90,"Set account -> EN, run Trace",TODO
EN,54305485,Schoonhoven - Utrecht 44 km ENG 2026,"EN:96,NL:1",97,"Set account -> EN, run Trace",TODO
EN,54342956,Wurzburg - Karlstadt - Lohr 59km ENG 2026,"EN:80,NL:1",81,"Set account -> EN, run Trace",TODO
EN,54360739,Alphen a/d Rijn - Kudelstaart 39 km ENG 2026 (white label),"EN:21,NL:4",33,"Set account -> EN, run Trace",TODO
EN,54360749,Zaandam - Zaanse Schans - Alkmaar (via Heiloo) 39 km ENG 2026 (white label),"EN:77,NL:8",98,"Set account -> EN, run Trace",TODO
EN,54360750,Zaandam - Zaanse Schans - Alkmaar (via Egmond) 50 km ENG 2026 (white label),"EN:87,NL:5",103,"Set account -> EN, run Trace",TODO
EN,54360751,Zaandam - Zaanse Schans - Alkmaar (via Schermer) 48 km (before 15 April) ENG 2026 (white label),"EN:75,DE:13",91,"Set account -> EN, run Trace",TODO
EN,54360752,Zaandam - Zaanse Schans - Alkmaar (via Schermer) 45 km ENG 2026 (white label),"EN:70,DE:13",86,"Set account -> EN, run Trace",TODO
EN,54360759,Alkmaar - Amsterdam (Oosterdok) (via Schermer) 55 km ENG 2026 (white label),"EN:67,NL:3",75,"Set account -> EN, run Trace",TODO
EN,54360761,Akersloot - Amsterdam (Oosterdok) (before 15 April) 36 km ENG 2026 (white label),"EN:59,NL:4",63,"Set account -> EN, run Trace",TODO
EN,54360762,Akersloot - Amsterdam (Oosterdok) (before 15 April) 43 km ENG 2026 (white label),"EN:73,NL:4",77,"Set account -> EN, run Trace",TODO
EN,54360763,Alkmaar - Amsterdam (Oosterdok) (via Schermer) (before 15 April) 53 km ENG 2026 (white label),"EN:88,NL:4",92,"Set account -> EN, run Trace",TODO
EN,54360772,Alphen a/d Rijn - Uithoorn 36 km ENG 2026 (white label),"EN:22,NL:8",30,"Set account -> EN, run Trace",TODO
EN,54360777,Breukelen - Amsterdam (Buiksloterweg) 47 km ENG 2026 (white label),"EN:50,DE:3",54,"Set account -> EN, run Trace",TODO
EN,54366999,Wertheim - Freudenberg - Miltenberg 46 km ENG 2026,"EN:61,DE:10",72,"Set account -> EN, run Trace",TODO
EN,54387007,Helsingborg (loop) 13 km ENG 2026,"EN:41,NL:2",43,"Set account -> EN, run Trace",TODO
EN,54387368,Køge - Viking Museum & Vallo (loop) 46 km ENG 2026,"EN:65,NL:3",68,"Set account -> EN, run Trace",TODO
EN,54393707,Volendam - Zaanse Schans 48 km DEU 2026 Q,"EN:79,NL:5",90,"Set account -> EN, run Trace",TODO
EN,54401476,Schweinfurt – Marktbreit 68 km ENG 2026,"EN:80,NL:65",149,"Set account -> EN, run Trace",TODO
EN,54402315,Køge - Viking Museum & Vallo (loop) 39 km ENG 2026,"EN:59,NL:13",73,"Set account -> EN, run Trace",TODO
EN,54408004,Cuijk - Groesbeek - Nijmegen - Arnhem 54 km NLD 2026,"EN:62,NL:17",108,"Set account -> EN, run Trace",TODO
EN,54408248,Cuijk - Kranenburg (D) - Nijmegen - Arnhem 53 km NLD 2026,"EN:103,NL:12",120,"Set account -> EN, run Trace",TODO
EN,54410198,Mook - Kranenburg (D) - Nijmegen - Arnhem 55km NLD 2026,"EN:96,NL:9",112,"Set account -> EN, run Trace",TODO
EN,54410206,Mook - Groesbeek - Nijmegen - Arnhem 50 km NLD 2026,"EN:76,NL:11",108,"Set account -> EN, run Trace",TODO
EN,54413902,Nijmegen  - Arnhem 31km NL 2026,"EN:41,NL:17",70,"Set account -> EN, run Trace",TODO
EN,54415865,Aschaffenburg - Miltenberg 40 km ENG 2026,"EN:83,DE:30",128,"Set account -> EN, run Trace",TODO
EN,54473490,Beverwijk - Alkmaar 36 km ENG 2026,"EN:72,NL:1",73,"Set account -> EN, run Trace",TODO
EN,54476690,Cuijk - Kranenburg (D) - Nijmegen - Arnhem 63km NLD 2026 Michiel,"EN:125,NL:10",143,"Set account -> EN, run Trace",TODO
EN,54502069,Alkmaar - Amsterdam (Minerva) (via Schermer) 53 km ENG 2026,"EN:69,NL:2",77,"Set account -> EN, run Trace",TODO
EN,54554549,Alkmaar - Zaanse Schans -  (via Schermer) (before 15 April) 42 km ENG 2026,"EN:74,NL:1",75,"Set account -> EN, run Trace",TODO
EN,54563880,Alkmaar - Zaanse Schans - Amsterdam (Minerva) 45 km ENG 2026,"EN:107,NL:1",113,"Set account -> EN, run Trace",TODO
EN,54591869,Nieuwpoort - Utrecht 45 km ENG 2026,"EN:100,NL:1",102,"Set account -> EN, run Trace",TODO
EN,54596408,Alkmaar - Amsterdam (Buiksloterweg) 47 km ENG 2026,"EN:44,NL:17",63,"Set account -> EN, run Trace",TODO
EN,54609300,Alkmaar - Amsterdam (Buiksloterweg) (via Schermer) 51 km ENG 2026,"EN:66,NL:2",73,"Set account -> EN, run Trace",TODO
EN,54646549,Volendam - Alkmaar 45km ENG,"EN:95,DE:12",112,"Set account -> EN, run Trace",TODO
EN,54664344,Alkmaar Polder-Windmill loop 40km DEU,"EN:46,DE:22",74,"Set account -> EN, run Trace",TODO
EN,54723050,Zaanse Schans - Minervahaven ENG,"EN:26,DE:1",29,"Set account -> EN, run Trace",TODO
EN,54779001,Volendam - Zaanse Schanse - Amsterdam (Minerva) 42km ENG,"EN:63,DE:14",83,"Set account -> EN, run Trace",TODO
EN,54906260,Cuijk - Groesbeek - Nijmegen - Arnhem 54 km NLD 2026,"EN:62,NL:17",108,"Set account -> EN, run Trace",TODO
EN,54906261,Cuijk - Kranenburg (D) - Nijmegen - Arnhem 53 km NLD 2026,"EN:103,NL:12",120,"Set account -> EN, run Trace",TODO
EN,54906263,Mook - Groesbeek - Nijmegen - Arnhem 50 km NLD 2026,"EN:76,NL:11",108,"Set account -> EN, run Trace",TODO
EN,54906264,Mook - Kranenburg (D) - Nijmegen - Arnhem 55km NLD 2026,"EN:96,NL:9",112,"Set account -> EN, run Trace",TODO
EN,54906287,Cuijk - Groesbeek - Nijmegen - Arnhem 54 km NLD 2026,"EN:62,NL:17",108,"Set account -> EN, run Trace",TODO
EN,54906288,Cuijk - Kranenburg (D) - Nijmegen - Arnhem 53 km NLD 2026,"EN:103,NL:12",120,"Set account -> EN, run Trace",TODO
EN,54906290,Mook - Groesbeek - Nijmegen - Arnhem 50 km NLD 2026,"EN:76,NL:11",108,"Set account -> EN, run Trace",TODO
EN,54906291,Mook - Kranenburg (D) - Nijmegen - Arnhem 55km NLD 2026,"EN:96,NL:9",112,"Set account -> EN, run Trace",TODO
EN,54915153,Leiden - Gouda 36 km ENG 2026 Zoeterwoude,"EN:38,NL:34",73,"Set account -> EN, run Trace",TODO
EN,54994676,Roermond - Venlo 50 km ENG 2026,"EN:119,NL:1",121,"Set account -> EN, run Trace",TODO
EN,55062001,Nijmegen-Arnhem Nassau,"EN:47,NL:4",51,"Set account -> EN, run Trace",TODO
EN,55073515,Gouda - Uithoorn (via Nieuweveen) 49 km ENG 2026,"EN:73,NL:2",81,"Set account -> EN, run Trace",TODO
EN,55102427,Treis-Karden - Koblenz (via Burg Eltz) 44 km ENG 2026,"EN:69,NL:4",73,"Set account -> EN, run Trace",TODO
EN,55108811,Cuijk - Lith  50 km ENG 2026 (alternative),"EN:73,NL:2",78,"Set account -> EN, run Trace",TODO
EN,55140931,Amsterdam (Hoxton) - Breukelen 41 km ENG 2026,"EN:28,NL:18",47,"Set account -> EN, run Trace",TODO
EN,55191934,Amsterdam (Hoxton) - Breukelen 38km ENG 2026,"EN:62,NL:4",66,"Set account -> EN, run Trace",TODO
EN,55204227,Wageningen - Amerongen - Tiel 53km NLD 2026,"EN:36,NL:19",90,"Set account -> EN, run Trace",TODO
EN,55204234,Heusden - Loonse & Drunense Duinen - Heusden kort 38km NLD 2026,"EN:76,NL:10",90,"Set account -> EN, run Trace",TODO
EN,55204235,Heusden - Loonse & Drunense Duinen - Heusden 47km NLD 2026,"EN:47,NL:24",96,"Set account -> EN, run Trace",TODO
EN,55204243,Mook - Kranenburg (D) - Nijmegen - Arnhem 55km NLD 2026,"EN:96,NL:9",112,"Set account -> EN, run Trace",TODO
EN,55204244,Mook - Groesbeek - Nijmegen - Arnhem 50 km NLD 2026,"EN:76,NL:11",108,"Set account -> EN, run Trace",TODO
EN,55204246,Cuijk - Kranenburg (D) - Nijmegen - Arnhem 53 km NLD 2026,"EN:103,NL:12",120,"Set account -> EN, run Trace",TODO
EN,55204248,Cuijk - Groesbeek - Nijmegen - Arnhem 54 km NLD 2026,"EN:62,NL:17",108,"Set account -> EN, run Trace",TODO
EN,55216744,Venlo - Roermond 50 km ENG 2026,"EN:129,NL:2",132,"Set account -> EN, run Trace",TODO
EN,55224384,Grave - Groesbeek - Nijmegen 42km NLD 2026,"EN:38,NL:17",87,"Set account -> EN, run Trace",TODO
EN,55226763,Breukelen - Amsterdam (Tolhuis) 52 km ENG 2026,"EN:85,DE:3",89,"Set account -> EN, run Trace",TODO
EN,55319078,Wijhe - Kampen (über Hattem / Zwolle)  Hot Wetter 43km,"EN:54,DE:33",98,"Set account -> EN, run Trace",TODO
EN,55449938,Auvers-sur-Oise - Paris (Bougival) (via Ax Majeur) 44 km ENG 2026 rain route,"EN:119,NL:5",127,"Set account -> EN, run Trace",TODO
EN,55465649,"Moret - Nemours  40 km ENG 2026 (via Rochess, gravel)","EN:53,NL:7",61,"Set account -> EN, run Trace",TODO
EN,55506259,Deventer - Hattem - Kampen 50km ENG 2026,"EN:65,DE:11",85,"Set account -> EN, run Trace",TODO
EN,55582957,Roermond - Venlo 34 km ENG 2026,"EN:63,NL:2",65,"Set account -> EN, run Trace",TODO
EN,55583000,Venlo - Sambeek 51 km ENG 2026,"EN:84,NL:19",104,"Set account -> EN, run Trace",TODO
EN,55583899,Sambeek - Cuijk 21km ENG 2026,"EN:30,NL:3",33,"Set account -> EN, run Trace",TODO
EN,55599973,Alf - Bernkastel Kues 49km ENG 2026,"EN:60,NL:2",62,"Set account -> EN, run Trace",TODO
EN,55680260,Bruges - Blankenberge (loop) 48 km DEU 2026,"EN:60,DE:55",124,"Set account -> EN, run Trace",TODO
EN,55693597,Dordrecht // Alblasserdam - Kinderdijk - Utrecht 69km ENG 2026,"EN:76,DE:14,NL:3",100,"Set account -> EN, run Trace",TODO
EN,55805083,Paris (Bougival) - Auvers-sur-Oise (via Ax Majeur) 45 km ENG 2026 rain route,"EN:79,NL:57",136,"Set account -> EN, run Trace",TODO
EN,55806616,Breukelen - Utrecht (centrum)(EPR) 37km / 22mi ENG 2026,"EN:48,NL:7",56,"Set account -> EN, run Trace",TODO
EN,55819916,Bosrandbrug - Amsterdam (Veemkade) 36 km ENG 2026,"EN:60,NL:13",76,"Set account -> EN, run Trace",TODO
EN,55819929,Bosrandbrug - Amsterdam (Veemkade) 23 km ENG 2026,"EN:37,NL:12",49,"Set account -> EN, run Trace",TODO
EN,55820434,Amsterdam (Veemkade) - Zaanse Schans - Haarlem (city) 47 km ENG 2026,"EN:77,NL:2",89,"Set account -> EN, run Trace",TODO
EN,55859885,Schweinfurt - Haßfurt - Bamberg 64km ENG 2026,"EN:59,DE:34",115,"Set account -> EN, run Trace",TODO
EN,55915172,Alkmaar - Zaanse Schans - Amsterdam (Oosterdok) 50 km ENG 2026,"EN:74,NL:39",116,"Set account -> EN, run Trace",TODO
EN,55915895,Antwerpen - St. Amands 39km ENG 2026,"EN:91,NL:3",94,"Set account -> EN, run Trace",TODO
EN,55925393,Wertheim - Marktheidenfeld 23km ENG 2026,"EN:23,NL:3",26,"Set account -> EN, run Trace",TODO
EN,55930257,Stammheim – Marktbreit 45 km ENG 2026,"EN:106,NL:5",111,"Set account -> EN, run Trace",TODO
EN,55992071,Alf - Bernkastel-Kues 48 km ENG 2026,"EN:51,NL:9",61,"Set account -> EN, run Trace",TODO
EN,55992185,Cochem - Zell 37 km ENG 2026,"EN:20,NL:8",28,"Set account -> EN, run Trace",TODO
EN,55992441,Alf - Bernkastel-Kues 48 km DEU 2026,"EN:26,DE:21",56,"Set account -> EN, run Trace",TODO
EN,55992461,Zell - Bernkastel-Kues 44 km DEU 2026,"EN:27,DE:21",57,"Set account -> EN, run Trace",TODO
EN,55992660,Alf - Cochem 37 km ENG 2026,"EN:12,NL:7",21,"Set account -> EN, run Trace",TODO
EN,55992873,Alf  - Cochem 31 km DEU 2026,"EN:17,DE:3",21,"Set account -> EN, run Trace",TODO
EN,56097941,Trier - Pamplona ,"EN:1115,NL:35",1151,"Set account -> EN, run Trace",TODO
EN,56161412,Wageningen-Airborne- Arnhem 26 km NLD 2025,"EN:35,NL:30",68,"Set account -> EN, run Trace",TODO
